track_id,num_positions,first_frame,last_frame,duration
1226,30,1068,1118,50
1227,25,1071,1113,42
1228,14,1072,1111,39
1229,21,1072,1118,46
1230,4,1073,1091,18
1231,30,1073,1118,45
1232,10,1074,1118,44
1233,2,1075,1076,1
1234,4,1075,1081,6
1235,5,1076,1093,17
1236,25,1078,1116,38
1237,4,1079,1083,4
1238,13,1079,1095,16
1239,20,1079,1116,37
1240,20,1079,1118,39
1241,9,1079,1101,22
1242,5,1080,1091,11
1243,3,1082,1089,7
1244,2,1083,1088,5
1245,7,1084,1109,25
1246,14,1084,1117,33
1247,4,1085,1089,4
1248,5,1086,1110,24
1249,3,1090,1092,2
1250,25,1090,1118,28
1251,17,1090,1116,26
1252,9,1090,1110,20
1253,2,1091,1094,3
1254,7,1091,1100,9
1255,6,1091,1118,27
1256,15,1092,1118,26
1257,7,1092,1099,7
1258,2,1093,1094,1
1259,15,1093,1114,21
1260,3,1094,1100,6
1261,6,1095,1103,8
1262,14,1095,1116,21
1263,4,1095,1110,15
1264,6,1097,1117,20
1265,5,1098,1118,20
1266,6,1099,1117,18
1267,7,1099,1107,8
1268,7,1099,1110,11
1269,12,1101,1116,15
1270,7,1102,1115,13
1271,8,1102,1118,16
1272,2,1105,1108,3
1273,4,1107,1118,11
1274,4,1107,1118,11
1275,3,1107,1118,11
1276,8,1108,1118,10
1277,5,1109,1117,8
1278,2,1110,1118,8
1279,4,1112,1116,4
1280,3,1112,1116,4
1281,5,1112,1117,5
1282,1,1113,1113,0
1283,3,1114,1117,3
1284,2,1114,1118,4
1285,1,1114,1114,0
1286,1,1115,1115,0
1287,3,1115,1118,3
1288,1,1117,1117,0
1289,1,1117,1117,0
1290,1,1118,1118,0
